Simulation 370 | MIMOSA2 elapsed = 17.69 sec | status = SUCCESS
Simulation 369 | MIMOSA2 elapsed = 19.3 sec | status = SUCCESS
Simulation 371 | MIMOSA2 elapsed = 17.99 sec | status = SUCCESS
Simulation 372 | MIMOSA2 elapsed = 15.98 sec | status = SUCCESS
Simulation 375 | MIMOSA2 elapsed = 16.38 sec | status = SUCCESS
Simulation 381 | MIMOSA2 elapsed = 15.07 sec | status = SUCCESS
Simulation 374 | MIMOSA2 elapsed = 16.96 sec | status = SUCCESS
Simulation 376 | MIMOSA2 elapsed = 16.68 sec | status = SUCCESS
Simulation 373 | MIMOSA2 elapsed = 17.71 sec | status = SUCCESS
Simulation 377 | MIMOSA2 elapsed = 17.53 sec | status = SUCCESS
Simulation 380 | MIMOSA2 elapsed = 16.93 sec | status = SUCCESS
Simulation 378 | MIMOSA2 elapsed = 17.28 sec | status = SUCCESS
Simulation 379 | MIMOSA2 elapsed = 17.43 sec | status = SUCCESS
Simulation 384 | MIMOSA2 elapsed = 15.49 sec | status = SUCCESS
Simulation 382 | MIMOSA2 elapsed = 17.49 sec | status = SUCCESS
Simulation 383 | MIMOSA2 elapsed = 18.3 sec | status = SUCCESS
Simulation 386 | MIMOSA2 elapsed = 14.1 sec | status = SUCCESS
Simulation 385 | MIMOSA2 elapsed = 18.27 sec | status = SUCCESS
Simulation 387 | MIMOSA2 elapsed = 16.57 sec | status = SUCCESS
Simulation 388 | MIMOSA2 elapsed = 17.89 sec | status = SUCCESS
Simulation 391 | MIMOSA2 elapsed = 17.86 sec | status = SUCCESS
Simulation 389 | MIMOSA2 elapsed = 19.32 sec | status = SUCCESS
Simulation 390 | MIMOSA2 elapsed = 18.74 sec | status = SUCCESS
Simulation 392 | MIMOSA2 elapsed = 16.98 sec | status = SUCCESS
Simulation 394 | MIMOSA2 elapsed = 16.15 sec | status = SUCCESS
Simulation 395 | MIMOSA2 elapsed = 16.37 sec | status = SUCCESS
Simulation 393 | MIMOSA2 elapsed = 16.93 sec | status = SUCCESS
Simulation 397 | MIMOSA2 elapsed = 16.32 sec | status = SUCCESS
Simulation 396 | MIMOSA2 elapsed = 16.71 sec | status = SUCCESS
Simulation 398 | MIMOSA2 elapsed = 16.24 sec | status = SUCCESS
Simulation 400 | MIMOSA2 elapsed = 16.66 sec | status = SUCCESS
Simulation 399 | MIMOSA2 elapsed = 16.69 sec | status = SUCCESS
Simulation 405 | MIMOSA2 elapsed = 6.18 sec | status = SUCCESS
Simulation 404 | MIMOSA2 elapsed = 6.58 sec | status = SUCCESS
Simulation 401 | MIMOSA2 elapsed = 7.6 sec | status = SUCCESS
Simulation 407 | MIMOSA2 elapsed = 8.18 sec | status = SUCCESS
Simulation 403 | MIMOSA2 elapsed = 8.84 sec | status = SUCCESS
Simulation 413 | MIMOSA2 elapsed = 10.17 sec | status = SUCCESS
Simulation 411 | MIMOSA2 elapsed = 13.87 sec | status = SUCCESS
Simulation 408 | MIMOSA2 elapsed = 14.61 sec | status = SUCCESS
Simulation 412 | MIMOSA2 elapsed = 15.42 sec | status = SUCCESS
Simulation 417 | MIMOSA2 elapsed = 15.32 sec | status = SUCCESS
Simulation 402 | MIMOSA2 elapsed = 15.87 sec | status = SUCCESS
Simulation 416 | MIMOSA2 elapsed = 15.99 sec | status = SUCCESS
Simulation 409 | MIMOSA2 elapsed = 16.48 sec | status = SUCCESS
Simulation 410 | MIMOSA2 elapsed = 16.47 sec | status = SUCCESS
Simulation 419 | MIMOSA2 elapsed = 16.48 sec | status = SUCCESS
Simulation 418 | MIMOSA2 elapsed = 16.55 sec | status = SUCCESS
Simulation 420 | MIMOSA2 elapsed = 16.65 sec | status = SUCCESS
Simulation 406 | MIMOSA2 elapsed = 16.73 sec | status = SUCCESS
Simulation 424 | MIMOSA2 elapsed = 8.22 sec | status = SUCCESS
Simulation 415 | MIMOSA2 elapsed = 17.16 sec | status = SUCCESS
Simulation 414 | MIMOSA2 elapsed = 17.24 sec | status = SUCCESS
Simulation 425 | MIMOSA2 elapsed = 9.4 sec | status = SUCCESS
Simulation 423 | MIMOSA2 elapsed = 12.14 sec | status = SUCCESS
Simulation 422 | MIMOSA2 elapsed = 16.39 sec | status = SUCCESS
Simulation 421 | MIMOSA2 elapsed = 17.32 sec | status = SUCCESS
Simulation 430 | MIMOSA2 elapsed = 9.86 sec | status = SUCCESS
Simulation 437 | MIMOSA2 elapsed = 9.71 sec | status = SUCCESS
Simulation 426 | MIMOSA2 elapsed = 16.5 sec | status = SUCCESS
Simulation 429 | MIMOSA2 elapsed = 11.56 sec | status = SUCCESS
Simulation 427 | MIMOSA2 elapsed = 13.32 sec | status = SUCCESS
Simulation 428 | MIMOSA2 elapsed = 15.55 sec | status = SUCCESS
Simulation 439 | MIMOSA2 elapsed = 13.21 sec | status = SUCCESS
Simulation 433 | MIMOSA2 elapsed = 15.31 sec | status = SUCCESS
Simulation 432 | MIMOSA2 elapsed = 16.32 sec | status = SUCCESS
Simulation 443 | MIMOSA2 elapsed = 12.24 sec | status = SUCCESS
Simulation 435 | MIMOSA2 elapsed = 16.05 sec | status = SUCCESS
Simulation 431 | MIMOSA2 elapsed = 16.79 sec | status = SUCCESS
Simulation 434 | MIMOSA2 elapsed = 16.54 sec | status = SUCCESS
Simulation 438 | MIMOSA2 elapsed = 16.5 sec | status = SUCCESS
Simulation 436 | MIMOSA2 elapsed = 16.94 sec | status = SUCCESS
Simulation 440 | MIMOSA2 elapsed = 16.59 sec | status = SUCCESS
Simulation 445 | MIMOSA2 elapsed = 10.15 sec | status = SUCCESS
Simulation 441 | MIMOSA2 elapsed = 16.84 sec | status = SUCCESS
Simulation 442 | MIMOSA2 elapsed = 17.89 sec | status = SUCCESS
Simulation 444 | MIMOSA2 elapsed = 16.16 sec | status = SUCCESS
Simulation 446 | MIMOSA2 elapsed = 17.2 sec | status = SUCCESS
Simulation 447 | MIMOSA2 elapsed = 16.83 sec | status = SUCCESS
Simulation 449 | MIMOSA2 elapsed = 16.51 sec | status = SUCCESS
Simulation 450 | MIMOSA2 elapsed = 16.37 sec | status = SUCCESS
Simulation 462 | MIMOSA2 elapsed = 10.6 sec | status = SUCCESS
Simulation 448 | MIMOSA2 elapsed = 18.04 sec | status = SUCCESS
Simulation 456 | MIMOSA2 elapsed = 13.03 sec | status = SUCCESS
Simulation 461 | MIMOSA2 elapsed = 13.66 sec | status = SUCCESS
Simulation 453 | MIMOSA2 elapsed = 16.47 sec | status = SUCCESS
Simulation 452 | MIMOSA2 elapsed = 17.92 sec | status = SUCCESS
Simulation 451 | MIMOSA2 elapsed = 18.08 sec | status = SUCCESS
Simulation 454 | MIMOSA2 elapsed = 16.6 sec | status = SUCCESS
Simulation 457 | MIMOSA2 elapsed = 16.89 sec | status = SUCCESS
Simulation 455 | MIMOSA2 elapsed = 17.92 sec | status = SUCCESS
Simulation 463 | MIMOSA2 elapsed = 18.13 sec | status = SUCCESS
Simulation 465 | MIMOSA2 elapsed = 13.73 sec | status = SUCCESS
Simulation 464 | MIMOSA2 elapsed = 17.54 sec | status = SUCCESS
Simulation 459 | MIMOSA2 elapsed = 21.62 sec | status = SUCCESS
Simulation 458 | MIMOSA2 elapsed = 22.26 sec | status = SUCCESS
Simulation 466 | MIMOSA2 elapsed = 12.73 sec | status = SUCCESS
Simulation 460 | MIMOSA2 elapsed = 22.39 sec | status = SUCCESS
Simulation 468 | MIMOSA2 elapsed = 13.6 sec | status = SUCCESS
Simulation 467 | MIMOSA2 elapsed = 16.88 sec | status = SUCCESS
Simulation 469 | MIMOSA2 elapsed = 17.24 sec | status = SUCCESS
Simulation 470 | MIMOSA2 elapsed = 16.69 sec | status = SUCCESS
Simulation 471 | MIMOSA2 elapsed = 17.14 sec | status = SUCCESS
Simulation 472 | MIMOSA2 elapsed = 16.84 sec | status = SUCCESS
Simulation 475 | MIMOSA2 elapsed = 15.39 sec | status = SUCCESS
Simulation 478 | MIMOSA2 elapsed = 15.49 sec | status = SUCCESS
Simulation 473 | MIMOSA2 elapsed = 17.09 sec | status = SUCCESS
Simulation 474 | MIMOSA2 elapsed = 16.73 sec | status = SUCCESS
Simulation 477 | MIMOSA2 elapsed = 16.32 sec | status = SUCCESS
Simulation 476 | MIMOSA2 elapsed = 17.96 sec | status = SUCCESS
Simulation 479 | MIMOSA2 elapsed = 16.33 sec | status = SUCCESS
Simulation 480 | MIMOSA2 elapsed = 16.28 sec | status = SUCCESS
Simulation 483 | MIMOSA2 elapsed = 6.92 sec | status = SUCCESS
Simulation 486 | MIMOSA2 elapsed = 6.97 sec | status = SUCCESS
Simulation 481 | MIMOSA2 elapsed = 7.44 sec | status = SUCCESS
Simulation 495 | MIMOSA2 elapsed = 8.32 sec | status = SUCCESS
Simulation 484 | MIMOSA2 elapsed = 8.42 sec | status = SUCCESS
Simulation 493 | MIMOSA2 elapsed = 9.83 sec | status = SUCCESS
Simulation 482 | MIMOSA2 elapsed = 10.05 sec | status = SUCCESS
Simulation 498 | MIMOSA2 elapsed = 10.61 sec | status = SUCCESS
Simulation 488 | MIMOSA2 elapsed = 11.83 sec | status = SUCCESS
Simulation 496 | MIMOSA2 elapsed = 14.62 sec | status = SUCCESS
Simulation 487 | MIMOSA2 elapsed = 15.68 sec | status = SUCCESS
Simulation 491 | MIMOSA2 elapsed = 15.98 sec | status = SUCCESS
Simulation 494 | MIMOSA2 elapsed = 16.06 sec | status = SUCCESS
Simulation 490 | MIMOSA2 elapsed = 16.15 sec | status = SUCCESS
Simulation 489 | MIMOSA2 elapsed = 16.22 sec | status = SUCCESS
Simulation 499 | MIMOSA2 elapsed = 16.19 sec | status = SUCCESS
Simulation 492 | MIMOSA2 elapsed = 16.49 sec | status = SUCCESS
Simulation 485 | MIMOSA2 elapsed = 16.49 sec | status = SUCCESS
Simulation 497 | MIMOSA2 elapsed = 16.61 sec | status = SUCCESS
Simulation 500 | MIMOSA2 elapsed = 16.75 sec | status = SUCCESS
Simulation 503 | MIMOSA2 elapsed = 9.27 sec | status = SUCCESS
Simulation 501 | MIMOSA2 elapsed = 9.78 sec | status = SUCCESS
Simulation 502 | MIMOSA2 elapsed = 10.13 sec | status = SUCCESS
Simulation 504 | MIMOSA2 elapsed = 10.02 sec | status = SUCCESS
Simulation 505 | MIMOSA2 elapsed = 10.13 sec | status = SUCCESS
Simulation 507 | MIMOSA2 elapsed = 9.25 sec | status = SUCCESS
Simulation 506 | MIMOSA2 elapsed = 10.93 sec | status = SUCCESS
Simulation 510 | MIMOSA2 elapsed = 8.63 sec | status = SUCCESS
Simulation 517 | MIMOSA2 elapsed = 9.61 sec | status = SUCCESS
Simulation 508 | MIMOSA2 elapsed = 16.19 sec | status = SUCCESS
Simulation 509 | MIMOSA2 elapsed = 15.38 sec | status = SUCCESS
Simulation 511 | MIMOSA2 elapsed = 13.34 sec | status = SUCCESS
Simulation 525 | MIMOSA2 elapsed = 10.78 sec | status = SUCCESS
Simulation 520 | MIMOSA2 elapsed = 13.03 sec | status = SUCCESS
Simulation 523 | MIMOSA2 elapsed = 13.51 sec | status = SUCCESS
Simulation 521 | MIMOSA2 elapsed = 14.2 sec | status = SUCCESS
Simulation 515 | MIMOSA2 elapsed = 15.03 sec | status = SUCCESS
Simulation 512 | MIMOSA2 elapsed = 15.47 sec | status = SUCCESS
Simulation 522 | MIMOSA2 elapsed = 14.91 sec | status = SUCCESS
Simulation 519 | MIMOSA2 elapsed = 15.49 sec | status = SUCCESS
Simulation 514 | MIMOSA2 elapsed = 16.03 sec | status = SUCCESS
Simulation 513 | MIMOSA2 elapsed = 16.46 sec | status = SUCCESS
Simulation 516 | MIMOSA2 elapsed = 16.62 sec | status = SUCCESS
Simulation 518 | MIMOSA2 elapsed = 16.68 sec | status = SUCCESS
Simulation 527 | MIMOSA2 elapsed = 12.49 sec | status = SUCCESS
Simulation 524 | MIMOSA2 elapsed = 15.4 sec | status = SUCCESS
Simulation 526 | MIMOSA2 elapsed = 16.39 sec | status = SUCCESS
Simulation 528 | MIMOSA2 elapsed = 17.52 sec | status = SUCCESS
Simulation 530 | MIMOSA2 elapsed = 15.14 sec | status = SUCCESS
Simulation 531 | MIMOSA2 elapsed = 16.74 sec | status = SUCCESS
Simulation 542 | MIMOSA2 elapsed = 12.09 sec | status = SUCCESS
Simulation 529 | MIMOSA2 elapsed = 18.75 sec | status = SUCCESS
Simulation 537 | MIMOSA2 elapsed = 14.91 sec | status = SUCCESS
Simulation 532 | MIMOSA2 elapsed = 17.33 sec | status = SUCCESS
Simulation 533 | MIMOSA2 elapsed = 17.26 sec | status = SUCCESS
Simulation 534 | MIMOSA2 elapsed = 17.33 sec | status = SUCCESS
Simulation 541 | MIMOSA2 elapsed = 15.71 sec | status = SUCCESS
Simulation 535 | MIMOSA2 elapsed = 17.05 sec | status = SUCCESS
Simulation 538 | MIMOSA2 elapsed = 16.91 sec | status = SUCCESS
Simulation 545 | MIMOSA2 elapsed = 14.7 sec | status = SUCCESS
Simulation 539 | MIMOSA2 elapsed = 16.43 sec | status = SUCCESS
Simulation 536 | MIMOSA2 elapsed = 17.59 sec | status = SUCCESS
Simulation 543 | MIMOSA2 elapsed = 16.23 sec | status = SUCCESS
Simulation 544 | MIMOSA2 elapsed = 16.68 sec | status = SUCCESS
Simulation 540 | MIMOSA2 elapsed = 18.77 sec | status = SUCCESS
Simulation 547 | MIMOSA2 elapsed = 16.61 sec | status = SUCCESS
Simulation 546 | MIMOSA2 elapsed = 19.09 sec | status = SUCCESS
Simulation 548 | MIMOSA2 elapsed = 17.28 sec | status = SUCCESS
Simulation 551 | MIMOSA2 elapsed = 15.24 sec | status = SUCCESS
Simulation 550 | MIMOSA2 elapsed = 16.69 sec | status = SUCCESS
Simulation 552 | MIMOSA2 elapsed = 16.42 sec | status = SUCCESS
Simulation 549 | MIMOSA2 elapsed = 19.83 sec | status = SUCCESS
Simulation 553 | MIMOSA2 elapsed = 16.7 sec | status = SUCCESS
Simulation 555 | MIMOSA2 elapsed = 16.28 sec | status = SUCCESS
Simulation 556 | MIMOSA2 elapsed = 16.42 sec | status = SUCCESS
Simulation 557 | MIMOSA2 elapsed = 15.93 sec | status = SUCCESS
Simulation 554 | MIMOSA2 elapsed = 17.62 sec | status = SUCCESS
Simulation 558 | MIMOSA2 elapsed = 16.3 sec | status = SUCCESS
Simulation 560 | MIMOSA2 elapsed = 16.06 sec | status = SUCCESS
Simulation 559 | MIMOSA2 elapsed = 16.6 sec | status = SUCCESS
Simulation 569 | MIMOSA2 elapsed = 6.56 sec | status = SUCCESS
Simulation 566 | MIMOSA2 elapsed = 6.92 sec | status = SUCCESS
Simulation 561 | MIMOSA2 elapsed = 6.96 sec | status = SUCCESS
Simulation 567 | MIMOSA2 elapsed = 7.39 sec | status = SUCCESS
Simulation 564 | MIMOSA2 elapsed = 7.84 sec | status = SUCCESS
Simulation 562 | MIMOSA2 elapsed = 7.89 sec | status = SUCCESS
Simulation 563 | MIMOSA2 elapsed = 8 sec | status = SUCCESS
Simulation 574 | MIMOSA2 elapsed = 10.38 sec | status = SUCCESS
Simulation 571 | MIMOSA2 elapsed = 11.44 sec | status = SUCCESS
Simulation 573 | MIMOSA2 elapsed = 12.15 sec | status = SUCCESS
Simulation 579 | MIMOSA2 elapsed = 13.36 sec | status = SUCCESS
Simulation 576 | MIMOSA2 elapsed = 15.1 sec | status = SUCCESS
Simulation 568 | MIMOSA2 elapsed = 15.23 sec | status = SUCCESS
Simulation 577 | MIMOSA2 elapsed = 15.35 sec | status = SUCCESS
Simulation 575 | MIMOSA2 elapsed = 15.84 sec | status = SUCCESS
Simulation 581 | MIMOSA2 elapsed = 9.14 sec | status = SUCCESS
Simulation 578 | MIMOSA2 elapsed = 16.2 sec | status = SUCCESS
Simulation 565 | MIMOSA2 elapsed = 16.44 sec | status = SUCCESS
Simulation 572 | MIMOSA2 elapsed = 16.6 sec | status = SUCCESS
Simulation 580 | MIMOSA2 elapsed = 16.75 sec | status = SUCCESS
Simulation 570 | MIMOSA2 elapsed = 17.05 sec | status = SUCCESS
Simulation 585 | MIMOSA2 elapsed = 10.49 sec | status = SUCCESS
Simulation 584 | MIMOSA2 elapsed = 11.81 sec | status = SUCCESS
Simulation 586 | MIMOSA2 elapsed = 11.66 sec | status = SUCCESS
Simulation 589 | MIMOSA2 elapsed = 11.46 sec | status = SUCCESS
Simulation 582 | MIMOSA2 elapsed = 16.18 sec | status = SUCCESS
Simulation 583 | MIMOSA2 elapsed = 16.61 sec | status = SUCCESS
Simulation 587 | MIMOSA2 elapsed = 15.81 sec | status = SUCCESS
Simulation 595 | MIMOSA2 elapsed = 8.49 sec | status = SUCCESS
Simulation 588 | MIMOSA2 elapsed = 14.34 sec | status = SUCCESS
Simulation 597 | MIMOSA2 elapsed = 9.69 sec | status = SUCCESS
Simulation 590 | MIMOSA2 elapsed = 15.82 sec | status = SUCCESS
Simulation 591 | MIMOSA2 elapsed = 17.29 sec | status = SUCCESS
Simulation 592 | MIMOSA2 elapsed = 16.24 sec | status = SUCCESS
Simulation 593 | MIMOSA2 elapsed = 16.31 sec | status = SUCCESS
Simulation 599 | MIMOSA2 elapsed = 14.93 sec | status = SUCCESS
Simulation 594 | MIMOSA2 elapsed = 16.36 sec | status = SUCCESS
Simulation 598 | MIMOSA2 elapsed = 15.45 sec | status = SUCCESS
Simulation 596 | MIMOSA2 elapsed = 16.03 sec | status = SUCCESS
Simulation 600 | MIMOSA2 elapsed = 16.18 sec | status = SUCCESS
Simulation 602 | MIMOSA2 elapsed = 16.81 sec | status = SUCCESS
Simulation 607 | MIMOSA2 elapsed = 12.23 sec | status = SUCCESS
Simulation 605 | MIMOSA2 elapsed = 12.75 sec | status = SUCCESS
Simulation 601 | MIMOSA2 elapsed = 19.14 sec | status = SUCCESS
Simulation 604 | MIMOSA2 elapsed = 17.55 sec | status = SUCCESS
Simulation 603 | MIMOSA2 elapsed = 18.48 sec | status = SUCCESS
Simulation 606 | MIMOSA2 elapsed = 17.64 sec | status = SUCCESS
Simulation 608 | MIMOSA2 elapsed = 17.06 sec | status = SUCCESS
Simulation 609 | MIMOSA2 elapsed = 16.34 sec | status = SUCCESS
Simulation 610 | MIMOSA2 elapsed = 17.26 sec | status = SUCCESS
Simulation 611 | MIMOSA2 elapsed = 17.44 sec | status = SUCCESS
Simulation 612 | MIMOSA2 elapsed = 16.64 sec | status = SUCCESS
Simulation 615 | MIMOSA2 elapsed = 15.69 sec | status = SUCCESS
Simulation 613 | MIMOSA2 elapsed = 16.95 sec | status = SUCCESS
Simulation 623 | MIMOSA2 elapsed = 12.64 sec | status = SUCCESS
Simulation 617 | MIMOSA2 elapsed = 17.2 sec | status = SUCCESS
Simulation 618 | MIMOSA2 elapsed = 17.01 sec | status = SUCCESS
Simulation 616 | MIMOSA2 elapsed = 17.57 sec | status = SUCCESS
Simulation 619 | MIMOSA2 elapsed = 17.15 sec | status = SUCCESS
Simulation 624 | MIMOSA2 elapsed = 14.04 sec | status = SUCCESS
Simulation 622 | MIMOSA2 elapsed = 14.63 sec | status = SUCCESS
Simulation 620 | MIMOSA2 elapsed = 17.89 sec | status = SUCCESS
Simulation 614 | MIMOSA2 elapsed = 19.66 sec | status = SUCCESS
Simulation 621 | MIMOSA2 elapsed = 15.73 sec | status = SUCCESS
Simulation 626 | MIMOSA2 elapsed = 14.97 sec | status = SUCCESS
Simulation 625 | MIMOSA2 elapsed = 17.1 sec | status = SUCCESS
Simulation 628 | MIMOSA2 elapsed = 15.61 sec | status = SUCCESS
Simulation 627 | MIMOSA2 elapsed = 17.25 sec | status = SUCCESS
Simulation 629 | MIMOSA2 elapsed = 18.13 sec | status = SUCCESS
Simulation 630 | MIMOSA2 elapsed = 17.1 sec | status = SUCCESS
Simulation 631 | MIMOSA2 elapsed = 17.41 sec | status = SUCCESS
Simulation 632 | MIMOSA2 elapsed = 17.86 sec | status = SUCCESS
Simulation 638 | MIMOSA2 elapsed = 15.11 sec | status = SUCCESS
Simulation 634 | MIMOSA2 elapsed = 17.14 sec | status = SUCCESS
Simulation 633 | MIMOSA2 elapsed = 17.58 sec | status = SUCCESS
Simulation 636 | MIMOSA2 elapsed = 16.73 sec | status = SUCCESS
Simulation 639 | MIMOSA2 elapsed = 16.56 sec | status = SUCCESS
Simulation 635 | MIMOSA2 elapsed = 16.9 sec | status = SUCCESS
Simulation 637 | MIMOSA2 elapsed = 17.04 sec | status = SUCCESS
Simulation 640 | MIMOSA2 elapsed = 17 sec | status = SUCCESS
Simulation 650 | MIMOSA2 elapsed = 7.46 sec | status = SUCCESS
Simulation 643 | MIMOSA2 elapsed = 7.82 sec | status = SUCCESS
Simulation 647 | MIMOSA2 elapsed = 7.85 sec | status = SUCCESS
Simulation 644 | MIMOSA2 elapsed = 8.31 sec | status = SUCCESS
Simulation 642 | MIMOSA2 elapsed = 8.41 sec | status = SUCCESS
Simulation 655 | MIMOSA2 elapsed = 8.87 sec | status = SUCCESS
Simulation 654 | MIMOSA2 elapsed = 9.19 sec | status = SUCCESS
Simulation 645 | MIMOSA2 elapsed = 9.43 sec | status = SUCCESS
Simulation 656 | MIMOSA2 elapsed = 9.43 sec | status = SUCCESS
Simulation 641 | MIMOSA2 elapsed = 9.7 sec | status = SUCCESS
Simulation 649 | MIMOSA2 elapsed = 11.48 sec | status = SUCCESS
Simulation 652 | MIMOSA2 elapsed = 14.95 sec | status = SUCCESS
Simulation 661 | MIMOSA2 elapsed = 7.67 sec | status = SUCCESS
Simulation 651 | MIMOSA2 elapsed = 15.84 sec | status = SUCCESS
Simulation 658 | MIMOSA2 elapsed = 15.95 sec | status = SUCCESS
Simulation 646 | MIMOSA2 elapsed = 16.23 sec | status = SUCCESS
Simulation 660 | MIMOSA2 elapsed = 16.34 sec | status = SUCCESS
Simulation 659 | MIMOSA2 elapsed = 16.43 sec | status = SUCCESS
Simulation 657 | MIMOSA2 elapsed = 16.54 sec | status = SUCCESS
Simulation 648 | MIMOSA2 elapsed = 16.79 sec | status = SUCCESS
Simulation 663 | MIMOSA2 elapsed = 10.05 sec | status = SUCCESS
Simulation 653 | MIMOSA2 elapsed = 16.04 sec | status = SUCCESS
Simulation 669 | MIMOSA2 elapsed = 11.41 sec | status = SUCCESS
Simulation 670 | MIMOSA2 elapsed = 12.65 sec | status = SUCCESS
Simulation 662 | MIMOSA2 elapsed = 15.35 sec | status = SUCCESS
Simulation 666 | MIMOSA2 elapsed = 14.28 sec | status = SUCCESS
Simulation 667 | MIMOSA2 elapsed = 15.55 sec | status = SUCCESS
Simulation 665 | MIMOSA2 elapsed = 16.71 sec | status = SUCCESS
Simulation 664 | MIMOSA2 elapsed = 17.09 sec | status = SUCCESS
Simulation 668 | MIMOSA2 elapsed = 16.77 sec | status = SUCCESS
Simulation 671 | MIMOSA2 elapsed = 15.26 sec | status = SUCCESS
Simulation 672 | MIMOSA2 elapsed = 15.66 sec | status = SUCCESS
Simulation 674 | MIMOSA2 elapsed = 15.51 sec | status = SUCCESS
Simulation 675 | MIMOSA2 elapsed = 15.9 sec | status = SUCCESS
Simulation 673 | MIMOSA2 elapsed = 16.81 sec | status = SUCCESS
Simulation 680 | MIMOSA2 elapsed = 15.7 sec | status = SUCCESS
Simulation 678 | MIMOSA2 elapsed = 16.29 sec | status = SUCCESS
Simulation 679 | MIMOSA2 elapsed = 16.08 sec | status = SUCCESS
Simulation 676 | MIMOSA2 elapsed = 16.65 sec | status = SUCCESS
Simulation 677 | MIMOSA2 elapsed = 16.63 sec | status = SUCCESS
Simulation 681 | MIMOSA2 elapsed = 18.42 sec | status = SUCCESS
Simulation 684 | MIMOSA2 elapsed = 14.26 sec | status = SUCCESS
Simulation 682 | MIMOSA2 elapsed = 16.91 sec | status = SUCCESS
Simulation 683 | MIMOSA2 elapsed = 16.63 sec | status = SUCCESS
Simulation 685 | MIMOSA2 elapsed = 15.73 sec | status = SUCCESS
Simulation 687 | MIMOSA2 elapsed = 16.58 sec | status = SUCCESS
Simulation 686 | MIMOSA2 elapsed = 18.38 sec | status = SUCCESS
Simulation 688 | MIMOSA2 elapsed = 16.49 sec | status = SUCCESS
Simulation 690 | MIMOSA2 elapsed = 17.5 sec | status = SUCCESS
Simulation 689 | MIMOSA2 elapsed = 18.89 sec | status = SUCCESS
Simulation 691 | MIMOSA2 elapsed = 19.44 sec | status = SUCCESS
Simulation 693 | MIMOSA2 elapsed = 17.66 sec | status = SUCCESS
Simulation 696 | MIMOSA2 elapsed = 16.96 sec | status = SUCCESS
Simulation 692 | MIMOSA2 elapsed = 18.81 sec | status = SUCCESS
Simulation 695 | MIMOSA2 elapsed = 17.8 sec | status = SUCCESS
Simulation 700 | MIMOSA2 elapsed = 17.42 sec | status = SUCCESS
Simulation 697 | MIMOSA2 elapsed = 18.04 sec | status = SUCCESS
Simulation 699 | MIMOSA2 elapsed = 17.86 sec | status = SUCCESS
Simulation 694 | MIMOSA2 elapsed = 19.43 sec | status = SUCCESS
Simulation 698 | MIMOSA2 elapsed = 19.35 sec | status = SUCCESS
Simulation 704 | MIMOSA2 elapsed = 15.01 sec | status = SUCCESS
Simulation 702 | MIMOSA2 elapsed = 16.1 sec | status = SUCCESS
Simulation 703 | MIMOSA2 elapsed = 17.57 sec | status = SUCCESS
Simulation 701 | MIMOSA2 elapsed = 18.31 sec | status = SUCCESS
Simulation 709 | MIMOSA2 elapsed = 13.08 sec | status = SUCCESS
Simulation 705 | MIMOSA2 elapsed = 17.63 sec | status = SUCCESS
Simulation 707 | MIMOSA2 elapsed = 16.84 sec | status = SUCCESS
Simulation 706 | MIMOSA2 elapsed = 17.84 sec | status = SUCCESS
Simulation 708 | MIMOSA2 elapsed = 18.55 sec | status = SUCCESS
Simulation 710 | MIMOSA2 elapsed = 16.82 sec | status = SUCCESS
Simulation 711 | MIMOSA2 elapsed = 15.87 sec | status = SUCCESS
Simulation 713 | MIMOSA2 elapsed = 16.35 sec | status = SUCCESS
Simulation 714 | MIMOSA2 elapsed = 16.16 sec | status = SUCCESS
Simulation 712 | MIMOSA2 elapsed = 17.64 sec | status = SUCCESS
Simulation 716 | MIMOSA2 elapsed = 16.42 sec | status = SUCCESS
Simulation 715 | MIMOSA2 elapsed = 17.39 sec | status = SUCCESS
Simulation 718 | MIMOSA2 elapsed = 17.18 sec | status = SUCCESS
Simulation 719 | MIMOSA2 elapsed = 16.6 sec | status = SUCCESS
Simulation 717 | MIMOSA2 elapsed = 17.55 sec | status = SUCCESS
Simulation 720 | MIMOSA2 elapsed = 17.38 sec | status = SUCCESS
Simulation 730 | MIMOSA2 elapsed = 7.34 sec | status = SUCCESS
Simulation 721 | MIMOSA2 elapsed = 8.44 sec | status = SUCCESS
Simulation 724 | MIMOSA2 elapsed = 8.37 sec | status = SUCCESS
Simulation 733 | MIMOSA2 elapsed = 8.48 sec | status = SUCCESS
Simulation 737 | MIMOSA2 elapsed = 8.6 sec | status = SUCCESS
Simulation 722 | MIMOSA2 elapsed = 9.28 sec | status = SUCCESS
Simulation 727 | MIMOSA2 elapsed = 9.37 sec | status = SUCCESS
Simulation 735 | MIMOSA2 elapsed = 10.43 sec | status = SUCCESS
Simulation 731 | MIMOSA2 elapsed = 10.57 sec | status = SUCCESS
Simulation 725 | MIMOSA2 elapsed = 11.17 sec | status = SUCCESS
Simulation 728 | MIMOSA2 elapsed = 13.36 sec | status = SUCCESS
Simulation 741 | MIMOSA2 elapsed = 7.46 sec | status = SUCCESS
Simulation 729 | MIMOSA2 elapsed = 15.67 sec | status = SUCCESS
Simulation 739 | MIMOSA2 elapsed = 15.71 sec | status = SUCCESS
Simulation 736 | MIMOSA2 elapsed = 15.7 sec | status = SUCCESS
Simulation 726 | MIMOSA2 elapsed = 16.16 sec | status = SUCCESS
